routeid,stopid,estimatetime,goback
17692,186536,-3,3
17692,186535,-3,3
17692,186539,-3,3
17692,186530,-3,3
17692,186534,-3,3
17692,186533,-3,3
17692,186532,-3,3
17692,186531,-3,3
17692,186549,-3,3
17692,186548,-3,3
17692,186547,-3,3
17692,186546,-3,3
16997,162599,1607,2
17692,186541,-3,3
17692,186540,-3,3
16997,162597,1676,2
17692,186545,-3,3
17692,186544,-3,3
17692,186543,-3,3
17692,186542,-3,3
11244,59885,244,0
10474,59892,1091,1
10474,59891,251,0
10474,59893,1338,1
10474,59890,0,0
10511,59896,2048,0
10511,59897,533,1
17692,186516,-3,3
18258,221604,-3,3
17692,186515,-3,3
18258,221603,-3,3
17692,186514,-3,3
18258,221606,-3,3
17692,186513,-3,3
18258,221605,-3,3
16995,162545,-3,3
17625,221608,-3,3
17692,186519,-3,3
17625,221607,-3,3
17692,186518,-3,3
16995,162546,-3,3
17692,186517,-3,3
17625,221609,-3,3
16995,162541,-3,3
16995,162543,-3,3
16995,162542,-3,3
17692,186512,-3,3
18258,221600,-3,3
17692,186511,-3,3
17692,186510,-3,3
18258,221602,-3,3
18258,221601,-3,3
17692,186527,-3,3
16995,162538,-3,3
17692,186526,-3,3
16995,162537,-3,3
17692,186525,-3,3
17692,186524,-3,3
16995,162539,-3,3
16995,162534,-3,3
16995,162533,-3,3
17692,186529,-3,3
16995,162536,-3,3
17692,186528,-3,3
16995,162535,-3,3
16995,162530,-3,3
16995,162532,-3,3
16995,162531,-3,3
17692,186523,-3,3
17692,186522,-3,3
17692,186521,-3,3
17692,186520,-3,3
16995,162567,-3,3
16995,162566,-3,3
16995,162569,-3,3
16995,162568,-3,3
16995,162563,-3,3
16995,162562,-3,3
16995,162565,-3,3
16995,162564,-3,3
16995,162561,-3,3
16995,162560,-3,3
17692,186505,-3,3
16995,162559,-3,3
17692,186504,-3,3
17625,221614,1714,1
17692,186503,-3,3
17692,186502,-3,3
17692,186509,-3,3
16995,162555,-3,3
17692,186508,-3,3
16995,162558,-3,3
17692,186507,-3,3
17692,186506,-3,3
17692,186501,-3,3
17625,221611,-3,3
17692,186500,-3,3
17625,221610,-3,3
17625,221613,1611,1
17625,221612,1538,1
16993,162505,-3,3
16993,162507,-3,3
16993,162506,-3,3
16993,162501,-3,3
16993,162503,-3,3
16993,162502,-3,3
16993,162509,-3,3
16993,162508,-3,3
16995,162527,-3,3
16995,162526,-3,3
16995,162529,-3,3
16995,162528,-3,3
16995,162523,-3,3
16995,162522,-3,3
16995,162525,-3,3
16995,162524,-3,3
16995,162521,-3,3
16995,162520,-3,3
16993,162516,-3,3
16993,162515,-3,3
16993,162518,-3,3
16993,162517,-3,3
16993,162512,-3,3
16993,162511,-3,3
16993,162514,-3,3
16993,162513,-3,3
16993,162510,-3,3
17013,206043,-3,3
16995,162519,-3,3
17692,186475,-3,3
17692,186474,-3,3
17692,186473,-3,3
17692,186472,-3,3
17692,186479,-3,3
17692,186478,-3,3
17692,186477,-3,3
17692,186476,-3,3
17692,186482,-3,3
17692,186481,-3,3
17692,186480,-3,3
18208,206053,-3,3
17692,186486,-3,3
16993,162497,-3,3
17692,186485,-3,3
17692,186484,-3,3
16993,162499,-3,3
17692,186483,-3,3
16993,162498,-3,3
16993,162493,-3,3
17692,186489,-3,3
16993,162492,-3,3
17692,186488,-3,3
17692,186487,-3,3
16993,162494,-3,3
18118,206069,373,1
17692,186493,-3,3
17692,186492,-3,3
18118,206068,285,1
18118,206067,479,0
17692,186491,-3,3
18118,206066,244,0
17692,186490,-3,3
18118,206065,168,0
18118,206064,129,0
18118,206063,72,0
17692,186459,-3,3
17692,186458,-3,3
17692,186453,-3,3
17692,186452,-3,3
17692,186451,-3,3
17692,186450,-3,3
17692,186457,-3,3
17692,186456,-3,3
17692,186455,-3,3
17692,186454,-3,3
17692,186460,-3,3
17692,186469,-3,3
17692,186464,-3,3
17692,186463,-3,3
17692,186462,-3,3
17692,186461,-3,3
17692,186468,-3,3
17692,186467,-3,3
17692,186466,-3,3
17692,186465,-3,3
17692,186471,-3,3
17692,186470,-3,3
16610,206086,1164,0
17692,186439,-3,3
17692,186438,-3,3
17692,186437,-3,3
17692,186436,-3,3
17692,186431,-3,3
17692,186430,-3,3
16990,162460,-3,3
17692,186435,-3,3
17692,186434,-3,3
16990,162462,-3,3
17692,186433,-3,3
16990,162461,-3,3
17692,186432,-3,3
17692,186449,-3,3
17692,186448,-3,3
17692,186447,-3,3
16990,162457,-3,3
16990,162456,-3,3
16990,162459,-3,3
16990,162458,-3,3
16990,162453,-3,3
17692,186442,-3,3
16990,162452,-3,3
17692,186441,-3,3
16990,162455,-3,3
17692,186440,-3,3
16990,162454,-3,3
17692,186446,-3,3
17692,186445,-3,3
16990,162451,-3,3
17692,186444,-3,3
16990,162450,-3,3
17692,186443,-3,3
16493,186417,1180,0
16492,186416,-3,3
16491,186415,2514,0
16993,162489,-3,3
16993,162486,-3,3
16993,162485,-3,3
16993,162488,-3,3
16993,162487,-3,3
16993,162482,-3,3
16993,162481,-3,3
16993,162484,-3,3
16993,162483,-3,3
16993,162491,-3,3
16993,162490,-3,3
17692,186428,-3,3
17692,186427,-3,3
16630,186425,-3,3
17692,186429,-3,3
17692,186497,-3,3
17692,186496,-3,3
17692,186495,-3,3
17692,186494,-3,3
17692,186499,-3,3
17692,186498,-3,3
17005,162824,-3,3
17005,162823,-3,3
17005,162826,-3,3
17005,162825,-3,3
17005,162822,-3,3
16577,137873,-3,3
17005,162828,-3,3
17005,162827,-3,3
17005,162829,-3,3
16577,137879,-3,3
17696,186802,-3,3
16577,137878,-3,3
17696,186801,-3,3
17696,186800,-3,3
16577,137875,-3,3
16577,137874,-3,3
17696,186805,-3,3
16577,137877,-3,3
17696,186804,-3,3
16577,137876,-3,3
17696,186803,-3,3
16659,147201,1169,0
16659,147200,1132,0
16577,137882,-3,3
16577,137881,-3,3
16577,137884,-3,3
16577,137883,-3,3
16577,137880,-3,3
17005,162845,-3,3
16577,137889,-3,3
17005,162842,-3,3
16577,137886,-3,3
17005,162841,-3,3
16577,137885,-3,3
17005,162844,-3,3
16577,137888,-3,3
17005,162843,-3,3
16577,137887,-3,3
17005,162840,-3,3
16659,147212,880,0
16659,147211,858,0
16659,147210,831,0
16659,147205,225,0
16659,147204,179,0
16659,147203,71,0
16659,147202,24,0
16659,147209,653,0
16659,147208,502,0
16659,147207,348,0
16659,147206,278,0
16577,137893,-3,3
16577,137892,-3,3
16577,137895,-3,3
16577,137894,-3,3
16577,137891,-3,3
16577,137890,-3,3
17005,162835,-3,3
17005,162837,-3,3
17005,162836,-3,3
17005,162831,-3,3
16577,137897,-3,3
17005,162830,-3,3
16577,137896,-3,3
17005,162833,-3,3
16577,137899,-3,3
17005,162832,-3,3
16577,137898,-3,3
16659,147221,1308,0
16659,147220,1240,0
16659,147216,1000,0
16659,147215,973,0
16659,147214,949,0
16659,147213,905,0
16659,147219,1171,0
16659,147218,1140,0
16659,147217,1069,0
17005,162839,-3,3
17005,162838,-3,3
16576,137824,-3,3
16576,137823,-3,3
16576,137820,-3,3
16576,137822,-3,3
16576,137821,-3,3
16418,123263,148,1
16418,123262,112,1
16418,123265,364,1
16418,123264,236,1
16418,123261,89,1
16418,123260,61,1
16418,123259,2679,0
16418,123256,2327,0
16418,123255,2199,0
16418,123258,2556,0
16418,123257,2496,0
16418,123252,1881,0
16418,123251,1762,0
16418,123254,2105,0
16418,123253,1967,0
16418,123250,1707,0
16418,123249,1637,0
16418,123248,1500,0
16418,123245,1172,0
16418,123244,1098,0
16418,123247,1397,0
16418,123246,1241,0
17005,162802,-3,3
17005,162801,-3,3
17005,162800,-3,3
16418,123241,767,0
16418,123240,712,0
16418,123243,993,0
16418,123242,873,0
16418,123238,479,0
16418,123237,449,0
16418,123239,590,0
16418,123234,330,0
16418,123233,251,0
16418,123236,391,0
16418,123235,354,0
16418,123230,76,0
16418,123232,176,0
16418,123231,131,0
16418,123229,35,0
16660,147270,-3,3
16660,147274,-3,3
16660,147273,-3,3
16660,147272,-3,3
16660,147271,-3,3
16660,147278,-3,3
16660,147277,-3,3
16660,147276,-3,3
16660,147275,-3,3
16731,211914,531,1
16731,211913,1530,2
16660,147269,-3,3
16660,147268,-3,3
16660,147281,-3,3
16660,147280,-3,3
16660,147285,-3,3
16660,147284,-3,3
16660,147283,-3,3
16660,147282,-3,3
16660,147289,-3,3
16660,147288,-3,3
16660,147287,-3,3
16660,147286,-3,3
16660,147279,-3,3
16660,147292,-3,3
16660,147291,-3,3
16660,147290,-3,3
16660,147296,-3,3
16660,147295,-3,3
16660,147294,-3,3
16660,147293,-3,3
16660,147299,-3,3
16660,147298,-3,3
16660,147297,-3,3
16629,211948,-3,3
16627,211947,-3,3
16626,211946,-3,3
16591,211945,-1,2
16418,123267,486,1
16418,123266,415,1
17958,211949,-3,3
16619,211944,461,0
16660,211943,-3,3
17005,162868,-3,3
17005,162867,-3,3
17007,162869,-3,3
17005,162864,-3,3
16726,186838,-3,3
17005,162863,-3,3
16726,186837,-3,3
17005,162866,-3,3
17005,162865,-3,3
17005,162862,-3,3
17465,211955,-3,3
17672,211954,303,1
17672,211953,-3,3
16431,186844,80,0
10732,186813,99,0
17007,162889,-3,3
10731,186812,-1,2
17466,186817,2825,1
17007,162886,-3,3
17466,186816,-3,3
17007,162885,-3,3
17570,186815,902,1
17570,186814,-1,2
17007,162887,-3,3
17007,162882,-3,3
17007,162881,-3,3
17007,162884,-3,3
17007,162883,-3,3
17835,211973,-3,3
10149,186819,70,1
10149,186818,-3,3
16583,186824,139,1
17007,162879,-3,3
16583,186823,627,0
16583,186822,196,0
16243,186821,628,1
16628,186828,-3,3
17007,162875,-3,3
17007,162874,-3,3
16583,186825,569,1
17007,162876,-3,3
17007,162871,-3,3
16660,147263,-3,3
17007,162870,-3,3
16660,147262,-3,3
17007,162873,-3,3
16660,147261,-3,3
17007,162872,-3,3
16243,186820,-1,2
16660,147267,-3,3
16660,147266,-3,3
16660,147265,-3,3
16660,147264,-3,3
16628,186829,-3,3
16528,172193,540,0
16528,172192,251,0
17545,196152,-3,3
16431,172189,272,1
17537,196156,-3,3
16626,196159,-3,3
16431,172188,1031,0
16626,196158,-3,3
17570,196171,1110,1
17570,196170,-1,2
17304,196173,519,1
17304,196172,1234,0
16282,196164,-1,2
16282,196165,1291,1
10492,172178,721,0
10474,172177,925,0
16890,196140,178,1
17972,221343,-3,3
17972,221342,-3,3
16641,221345,407,2
15224,221344,841,1
17501,221347,-3,3
18098,221346,-3,3
16890,196139,-3,3
16890,196138,-3,3
16697,221350,-3,3
16697,221352,-3,3
16697,221351,-3,3
17914,196131,-3,3
17914,196130,-3,3
16890,196133,-3,3
16890,196132,-3,3
16890,196135,-3,3
16890,196134,-3,3
16890,196137,-3,3
16890,196136,-3,3
19198,221339,-1,2
19198,221336,-1,2
17528,221335,-3,3
19198,221338,-1,2
19198,221337,-1,2
17972,221341,-3,3
19198,221340,-1,2
17914,196142,-3,3
17914,196141,-3,3
17914,196144,-3,3
16528,172194,268,1
17914,196143,-3,3
17914,196146,-3,3
17914,196145,-3,3
17914,196147,-3,3
17696,186799,-3,3
16659,147193,416,0
16659,147192,371,0
16659,147191,334,0
16659,147190,273,0
16659,147197,881,0
16697,221365,-3,3
17696,186794,-3,3
16659,147196,821,0
16697,221364,-3,3
17696,186793,-3,3
16659,147195,572,0
16697,221367,-3,3
17696,186792,-3,3
16659,147194,514,0
16697,221366,-3,3
17696,186791,-3,3
16697,221369,-3,3
17696,186798,-3,3
16697,221368,-3,3
17696,186797,-3,3
16659,147199,1072,0
17696,186796,-3,3
16659,147198,1006,0
17696,186795,-3,3
17914,196117,-4,2
16697,221370,-3,3
17914,196119,-4,2
17914,196118,-4,2
16697,221372,-3,3
16697,221371,-3,3
16697,221374,-3,3
16697,221373,-3,3
17914,196111,-4,2
17914,196110,-4,2
17914,196113,-4,2
17914,196112,-4,2
17914,196114,-4,2
16697,221354,-3,3
16697,221353,-3,3
16697,221356,-3,3
16697,221355,-3,3
16697,221358,-3,3
16697,221357,-3,3
16697,221359,-3,3
17914,196128,-3,3
17914,196127,-3,3
17914,196129,-3,3
16697,221361,-3,3
16697,221360,-3,3
16697,221363,-3,3
16697,221362,-3,3
17914,196120,-4,2
17914,196122,-4,2
17914,196121,-4,2
17914,196124,-3,3
17914,196123,-3,3
17914,196126,-3,3
17914,196125,-3,3
17696,186779,-3,3
17696,186778,-3,3
17696,186777,-3,3
17696,186772,-3,3
17696,186771,-3,3
17696,186770,-3,3
17696,186776,-3,3
17696,186775,-3,3
17696,186774,-3,3
17696,186773,-3,3
17433,221394,-3,3
17433,221393,-3,3
17009,221396,-3,3
17009,221395,-3,3
17696,186789,-3,3
17696,186788,-3,3
16697,221376,-3,3
17696,186783,-3,3
16697,221375,-3,3
17696,186782,-3,3
16697,221378,-3,3
17696,186781,-3,3
16697,221377,-3,3
17696,186780,-3,3
17696,186787,-3,3
16697,221379,-3,3
17696,186786,-3,3
17696,186785,-3,3
17696,186784,-3,3
17914,196106,429,1
17914,196105,347,1
16697,221381,-3,3
17914,196108,563,1
16697,221380,-3,3
17914,196107,485,1
16887,221383,-3,3
17696,186790,-3,3
16697,221382,-4,2
17914,196109,576,1
17914,196100,-3,3
17914,196102,97,1
17914,196101,0,1
17914,196104,273,1
17914,196103,204,1
17009,221398,-3,3
17009,221397,-3,3
17009,221399,-3,3
16576,137802,-3,3
16576,137801,-3,3
16576,137804,-3,3
16576,137803,-3,3
16576,137800,-3,3
16576,137809,-3,3
16576,137806,-3,3
16576,137805,-3,3
16576,137808,-3,3
16576,137807,-3,3
16576,137813,-3,3
16576,137812,-3,3
16576,137815,-3,3
16576,137814,-3,3
16576,137811,-3,3
16576,137810,-3,3
16576,137817,-3,3
16576,137816,-3,3
16576,137819,-3,3
16576,137818,-3,3
16890,196180,528,1
10772,196182,3039,0
16588,196184,413,1
16688,196191,-3,3
17838,196190,-1,2
16431,196192,-1,2
16397,196195,-1,2
16282,196194,-1,2
10196,196186,346,0
10195,196185,381,0
17570,196188,-1,2
17570,196187,-1,2
17570,196189,41,1
16576,137747,-3,3
17001,162702,1918,0
16270,113779,-3,3
16270,113778,-3,3
17001,162705,2009,0
16576,137749,-3,3
17001,162704,1971,0
16270,113777,-3,3
16576,137748,-3,3
16270,113776,-3,3
16270,113775,-3,3
16270,113774,-3,3
16270,113773,-3,3
17001,162700,1898,0
16270,113783,-3,3
16576,137750,-3,3
16270,113782,-3,3
16270,113781,-3,3
16576,137752,-3,3
16270,113780,-3,3
17001,162707,2042,0
17001,162706,2030,0
17001,162709,2151,0
17001,162708,2069,0
16270,113769,-3,3
16576,137758,-3,3
16270,113768,-3,3
16576,137757,-3,3
16270,113767,-3,3
16270,113766,-3,3
16576,137759,-3,3
16270,113765,-3,3
16576,137754,-3,3
16270,113764,-3,3
16576,137753,-3,3
16270,113763,-3,3
16576,137756,-3,3
16270,113762,-3,3
16576,137755,-3,3
16270,113772,-3,3
16576,137761,-3,3
16270,113771,-3,3
16576,137760,-3,3
16270,113770,-3,3
16576,137763,-3,3
16576,137762,-3,3
16270,113758,-3,3
16576,137769,-3,3
16270,113757,-3,3
16576,137768,-3,3
17003,162724,-3,3
16270,113756,-3,3
17003,162727,-3,3
16270,113755,-3,3
17003,162726,-3,3
16270,113754,-3,3
17001,162721,2942,0
16576,137765,-3,3
16270,113753,-3,3
17001,162720,2888,0
16576,137764,-3,3
16270,113752,-3,3
16576,137767,-3,3
17003,162723,-3,3
16270,113751,-3,3
16576,137766,-3,3
17003,162722,-3,3
16270,113759,-3,3
16270,113761,-3,3
16576,137772,-3,3
16270,113760,-3,3
16576,137771,-3,3
16576,137774,-3,3
16576,137773,-3,3
17003,162729,-3,3
17003,162728,-3,3
16576,137770,-3,3
16270,113747,-3,3
17001,162714,2467,0
17001,162713,2440,0
16270,113746,-3,3
16576,137779,-3,3
16270,113745,-3,3
17001,162716,2533,0
17001,162715,2499,0
16270,113744,-3,3
16270,113743,-3,3
17001,162710,2327,0
16576,137776,-3,3
16270,113742,-3,3
16576,137775,-3,3
16270,113741,-3,3
17001,162712,2413,0
16576,137778,-3,3
17001,162711,2348,0
16270,113740,-3,3
16576,137777,-3,3
16656,147102,-3,3
16656,147101,-3,3
16270,113749,-3,3
16656,147100,-3,3
16270,113748,-3,3
16270,113750,-3,3
16576,137783,-3,3
16576,137782,-3,3
16576,137785,-3,3
16576,137784,-3,3
17001,162718,2727,0
17001,162717,2586,0
16576,137781,-3,3
17001,162719,2825,0
16576,137780,-3,3
16270,113789,-3,3
16270,113788,-3,3
16270,113787,-3,3
16270,113786,-3,3
16270,113785,-3,3
16270,113784,-3,3
17696,186757,-3,3
17696,186756,-3,3
17696,186755,-3,3
17003,162787,-3,3
17003,162786,-3,3
17003,162789,-3,3
17003,162788,-3,3
16659,147153,479,0
17696,186750,-3,3
17003,162785,-3,3
17003,162784,-3,3
16659,147157,795,0
17696,186754,-3,3
16659,147156,630,0
17696,186753,-3,3
16659,147155,571,0
17696,186752,-3,3
16659,147154,552,0
17696,186751,-3,3
16659,147149,120,0
16659,147148,74,0
16659,147147,-1,2
17696,186769,-3,3
17696,186768,-3,3
17696,186767,-3,3
17696,186766,-3,3
17003,162776,-3,3
16659,147160,1051,0
17003,162775,-3,3
17003,162777,-3,3
17003,162772,-3,3
16659,147164,1362,0
17696,186761,-3,3
17003,162771,-3,3
16659,147163,1292,0
17003,162774,-3,3
16659,147162,1238,0
17003,162773,-3,3
16659,147161,1135,0
16659,147168,1580,0
17696,186765,-3,3
16659,147167,1528,0
17696,186764,-3,3
16659,147166,1436,0
17696,186763,-3,3
16659,147165,1390,0
17696,186762,-3,3
16659,147159,1021,0
16659,147158,938,0
17696,186736,-3,3
17696,186735,-3,3
17696,186734,-3,3
17696,186733,-3,3
16659,147171,1705,0
16659,147170,1664,0
17696,186739,-3,3
17696,186738,-3,3
17696,186737,-3,3
16659,147175,1962,0
16659,147174,1920,0
16659,147173,1869,0
16659,147172,1785,0
16659,147179,2204,0
17696,186732,-3,3
16659,147178,2170,0
17696,186731,-3,3
16659,147177,2085,0
17696,186730,-3,3
16659,147176,2037,0
16659,147169,1608,0
17696,186747,-3,3
17696,186746,-3,3
16659,147182,2449,0
17005,162798,-3,3
16659,147181,2419,0
17005,162797,-3,3
16659,147180,2284,0
17696,186749,-3,3
17005,162799,-3,3
17696,186748,-3,3
17003,162794,-3,3
16659,147186,108,0
17003,162793,-3,3
16659,147185,41,0
17003,162796,-3,3
16659,147184,2565,0
16659,147183,2482,0
17003,162795,-3,3
17003,162790,-3,3
17696,186743,-3,3
16659,147189,232,0
17696,186742,-3,3
16659,147188,202,0
17696,186741,-3,3
17003,162791,-3,3
16659,147187,172,0
17696,186740,-3,3
16573,172116,-3,3
16573,172115,-3,3
16573,172114,-3,3
16573,172113,-3,3
17696,186714,-3,3
17003,162747,-3,3
17009,221406,4585,0
17696,186713,-3,3
17003,162746,-3,3
17009,221405,4544,0
17696,186712,-3,3
17003,162749,-3,3
17009,221408,4669,0
17003,162748,-3,3
17696,186711,-3,3
17009,221407,4630,0
16576,137787,-3,3
17696,186718,-3,3
17003,162743,-3,3
16576,137786,-3,3
17696,186717,-3,3
17003,162742,-3,3
17009,221409,4700,0
17696,186716,-3,3
17003,162745,-3,3
16576,137788,-3,3
17696,186715,-3,3
17003,162741,-3,3
17009,221400,-3,3
17003,162740,-3,3
16656,147113,-3,3
17696,186710,-3,3
17009,221402,219,0
16656,147112,-3,3
17009,221401,165,0
16656,147111,-3,3
17009,221404,4407,0
16656,147110,-3,3
17009,221403,4375,0
16656,147106,-3,3
16656,147105,-3,3
16656,147104,-3,3
16656,147103,-3,3
16656,147109,-3,3
16656,147108,-3,3
16656,147107,-3,3
16576,137794,-3,3
16576,137793,-3,3
16576,137796,-3,3
16576,137795,-3,3
17696,186719,-3,3
16576,137790,-3,3
16576,137792,-3,3
16576,137791,-3,3
17696,186725,-3,3
17696,186724,-3,3
17696,186723,-3,3
17696,186722,-3,3
16576,137798,-3,3
17696,186729,-3,3
17003,162732,-3,3
16576,137797,-3,3
17696,186728,-3,3
17003,162731,-3,3
17696,186727,-3,3
16576,137799,-3,3
17696,186726,-3,3
17003,162733,-3,3
16656,147120,-3,3
17003,162730,-3,3
16656,147124,-3,3
17696,186721,-3,3
16656,147123,-3,3
17696,186720,-3,3
16656,147122,-3,3
16656,147121,-3,3
16656,147117,-3,3
16656,147116,-3,3
16656,147115,-3,3
16656,147114,-3,3
16656,147119,-3,3
16656,147118,-3,3
17003,162769,-3,3
18041,221428,-3,3
17003,162768,-3,3
17714,221427,-3,3
18041,221429,-3,3
17003,162765,-3,3
17003,162764,-3,3
17003,162767,-3,3
17003,162766,-3,3
16987,221420,-4,2
16656,147130,-3,3
17003,162763,-3,3
16659,147135,-1,2
17393,221424,-3,3
16659,147134,-3,3
16580,221426,-3,3
17394,221425,-3,3
16656,147128,-3,3
16656,147127,-3,3
16656,147126,-3,3
16656,147125,-3,3
16656,147129,-3,3
17696,186703,-3,3
16984,221417,-3,3
17696,186702,-3,3
16981,221416,-3,3
17696,186701,-3,3
16986,221419,-3,3
17696,186700,-3,3
16985,221418,-3,3
17696,186707,-3,3
17696,186706,-3,3
17696,186705,-3,3
17696,186704,-3,3
16659,147142,-1,2
17003,162750,-3,3
16659,147141,-1,2
17003,162752,-3,3
16659,147140,-1,2
16768,221411,361,0
17003,162751,-3,3
17009,221410,4746,0
16659,147146,-1,2
16768,221413,-3,3
16659,147145,-1,2
16768,221412,555,0
16659,147144,-1,2
16980,221415,-3,3
16659,147143,-1,2
16768,221414,-3,3
16659,147139,-1,2
16659,147138,-1,2
16659,147137,-1,2
16659,147136,-1,2
17696,186709,-3,3
17696,186708,-3,3
17696,186694,-3,3
17696,186693,-3,3
17696,186692,-3,3
17696,186699,-3,3
17696,186698,-3,3
17696,186697,-3,3
17696,186696,-3,3
17911,196018,-3,3
17911,196017,-3,3
17911,196019,-3,3
17911,196010,-3,3
17911,196012,-3,3
17911,196011,-3,3
17911,196014,-3,3
17911,196013,-3,3
17911,196016,-3,3
17911,196015,-3,3
17911,196028,-3,3
17911,196021,-3,3
17911,196020,-3,3
17911,196023,-3,3
17911,196022,-3,3
17911,196025,-3,3
17911,196024,-3,3
17911,196027,-3,3
17911,196026,-3,3
17696,186679,-3,3
17696,186678,-3,3
17567,186673,-3,3
16656,147076,-3,3
17567,186672,-3,3
17567,186671,-3,3
17567,186670,-3,3
17696,186677,-3,3
16656,147079,-3,3
17696,186676,-3,3
16656,147078,-3,3
17696,186675,-3,3
17567,186674,-3,3
16656,147077,-3,3
17696,186680,-3,3
17696,186689,-3,3
17001,162699,1851,0
16656,147083,-3,3
17001,162698,1827,0
16656,147082,-3,3
16656,147081,-3,3
16656,147080,-3,3
17001,162695,1268,0
16656,147087,-3,3
17696,186684,-3,3
17001,162694,1195,0
16656,147086,-3,3
17696,186683,-3,3
17001,162697,1756,0
16656,147085,-3,3
17696,186682,-3,3
16656,147084,-3,3
17696,186681,-3,3
17696,186688,-3,3
17001,162690,1168,0
17696,186687,-3,3
17001,162693,1315,0
16656,147089,-3,3
17696,186686,-3,3
16656,147088,-3,3
17696,186685,-3,3
17911,196007,-3,3
17911,196006,-3,3
17911,196009,-3,3
17911,196008,-3,3
17696,186691,-3,3
17696,186690,-3,3
17911,196005,-3,3
17911,196004,-3,3
16960,186659,-3,3
16656,147090,-3,3
16960,186658,-3,3
16960,186657,-3,3
16960,186656,-3,3
16656,147094,-3,3
16656,147093,-3,3
16656,147092,-3,3
16656,147091,-3,3
16656,147098,-3,3
16656,147097,-3,3
16656,147096,-3,3
16656,147095,-3,3
16656,147099,-3,3
17567,186669,-3,3
17565,186668,-3,3
17565,186667,-3,3
16960,186662,-3,3
16960,186661,-3,3
16960,186660,-3,3
17565,186666,-3,3
17565,186665,-3,3
16960,186664,-3,3
16960,186663,-3,3
17914,196098,-3,3
17914,196097,-3,3
17914,196099,-3,3
16270,113736,-3,3
16270,113735,-3,3
16270,113734,-3,3
17914,196081,-3,3
16270,113733,-3,3
17914,196080,-3,3
16270,113732,-3,3
17914,196083,-3,3
16270,113731,-3,3
17914,196082,-3,3
16270,113730,-3,3
17914,196085,-3,3
17914,196084,-3,3
16270,113739,-3,3
16270,113738,-3,3
16270,113737,-3,3
17914,196079,-3,3
17914,196090,-3,3
16269,113725,-3,3
16269,113724,-3,3
17914,196092,-3,3
16269,113723,-3,3
17914,196091,-3,3
16269,113722,-3,3
17914,196094,-3,3
16269,113721,-3,3
17914,196093,-3,3
16269,113720,-3,3
17914,196096,-3,3
17914,196095,-3,3
16270,113729,-3,3
16270,113728,-3,3
16270,113727,-3,3
16270,113726,-3,3
17914,196087,-3,3
17914,196086,-3,3
17914,196089,-3,3
17914,196088,-3,3
16269,113719,-3,3
16269,113717,-3,3
16471,127863,-3,3
16471,127862,-3,3
16471,127861,-3,3
16471,127860,-3,3
16471,127859,-3,3
16471,127858,-3,3
16471,127857,-3,3
16471,127856,-3,3
16471,127854,-3,3
16471,127853,-3,3
16571,137229,-3,3
16571,137226,-3,3
16571,137225,-3,3
16571,137228,-3,3
16571,137227,-3,3
16571,137233,-3,3
16571,137232,-3,3
16571,137235,-3,3
16571,137234,-3,3
16571,137231,-3,3
16571,137230,-3,3
16571,137237,-3,3
16571,137236,-3,3
16571,137238,-3,3
16471,127894,-3,3
16471,127893,-3,3
16471,127892,-3,3
16471,127889,-3,3
16471,127888,-3,3
16471,127887,-3,3
16471,127886,-3,3
16571,137244,-3,3
16571,137243,-3,3
16571,137240,-3,3
16975,162208,-3,3
16975,162207,-3,3
16975,162209,-3,3
16975,162204,-3,3
16975,162203,-3,3
16975,162206,-3,3
16975,162205,-3,3
16975,162200,-3,3
16471,127885,-3,3
16471,127884,-3,3
16975,162202,-3,3
16471,127883,-3,3
16975,162201,-3,3
16471,127881,-3,3
16471,127880,-3,3
16471,127879,-3,3
16471,127878,-3,3
16471,127877,-3,3
16471,127876,-3,3
16471,127875,-3,3
16471,127874,-3,3
16471,127873,-3,3
16471,127872,-3,3
16471,127871,-3,3
16471,127870,-3,3
16471,127869,-3,3
16471,127868,-3,3
16471,127866,-3,3
16471,127864,-4,2
16571,137202,-3,3
16571,137208,-3,3
16571,137207,-3,3
16571,137209,-3,3
16571,137204,-3,3
16571,137203,-3,3
16571,137206,-3,3
16571,137205,-3,3
16571,137211,-3,3
16571,137210,-3,3
16571,137213,-3,3
16571,137212,-3,3
16571,137219,-3,3
16571,137218,-3,3
16571,137215,-3,3
16571,137214,-3,3
16571,137217,-3,3
16571,137216,-3,3
16571,137222,-3,3
16571,137221,-3,3
16571,137224,-3,3
16571,137223,-3,3
16571,137220,-3,3
10753,186119,-3,3
17483,186118,3223,0
16591,186117,1284,1
16974,162149,-3,3
16974,162148,-3,3
16479,186112,2100,0
16974,162145,-3,3
16974,162144,-3,3
16608,186110,342,1
16974,162147,-3,3
16974,162146,-3,3
10424,186116,569,1
16974,162141,-3,3
10424,186115,-1,2
16974,162140,-3,3
16609,186114,2696,0
16974,162143,-3,3
16974,162142,-3,3
16974,162150,-3,3
16538,186129,-3,3
16538,186128,-3,3
16974,162138,-3,3
16974,162137,-3,3
16974,162139,-3,3
16974,162134,-3,3
10753,186122,-3,3
16974,162133,-3,3
10753,186121,-3,3
16974,162136,-3,3
10753,186120,-3,3
16974,162135,-3,3
16497,186127,1934,2
16974,162130,-3,3
15224,186126,884,1
15224,186125,-3,3
16974,162132,-3,3
16974,162131,-3,3
16531,186130,-3,3
16975,162167,-3,3
16975,162166,-3,3
16975,162169,-3,3
16975,162168,-3,3
16975,162163,-3,3
16975,162162,-3,3
16975,162165,-3,3
